Level 1	Level 2	Level 3	Level 4	Level 5	Level 6
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Statistical Analysis	Distribution Analysis
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Statistical Analysis	Outlier Detection
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Pattern Discovery	Frequency Analysis
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Pattern Discovery	Value Distribution
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Pattern Discovery	Format Analysis
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Anomaly Detection	Unusual Patterns
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Anomaly Detection	Outliers
Data Quality Management	Quality Processes	Data Profiling	Profiling Techniques	Anomaly Detection	Exceptions
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Enterprise Tools	Informatica Data Quality
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Enterprise Tools	Talend Data Quality
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Enterprise Tools	IBM InfoSphere
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Cloud Tools	AWS Glue DataBrew
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Cloud Tools	Azure Purview
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Cloud Tools	Google Cloud Data Quality
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Open Source	Great Expectations
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Open Source	Apache Griffin
Data Quality Management	Quality Processes	Data Profiling	Profiling Tools	Open Source	Deequ
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Standardization	Format Normalization
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Standardization	Value Standardization
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Standardization	Structure Normalization
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Correction	Error Correction
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Correction	Value Correction
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Correction	Format Correction
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Deduplication	Duplicate Detection
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Deduplication	Record Matching
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Deduplication	Merge/Purge
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Enrichment	Data Augmentation
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Enrichment	Third-Party Data
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Operations	Enrichment	Derived Values
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Manual Cleansing	Data Entry Review
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Manual Cleansing	Expert Review
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Manual Cleansing	Case-by-Case
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Automated Cleansing	Rule-Based
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Automated Cleansing	Pattern-Based
Data Quality Management	Quality Processes	Data Cleansing	Cleansing Approaches	Automated Cleansing	ML-Based
Data Quality Management	Quality Processes	Data Validation	Validation Types	Syntax Validation	Format Checks
Data Quality Management	Quality Processes	Data Validation	Validation Types	Syntax Validation	Type Checks
Data Quality Management	Quality Processes	Data Validation	Validation Types	Syntax Validation	Pattern Matching
Data Quality Management	Quality Processes	Data Validation	Validation Types	Semantic Validation	Business Logic
Data Quality Management	Quality Processes	Data Validation	Validation Types	Semantic Validation	Domain Rules
Data Quality Management	Quality Processes	Data Validation	Validation Types	Semantic Validation	Contextual Checks
Data Quality Management	Quality Processes	Data Validation	Validation Types	Cross-Field Validation	Field Dependencies
Data Quality Management	Quality Processes	Data Validation	Validation Types	Cross-Field Validation	Conditional Logic
Data Quality Management	Quality Processes	Data Validation	Validation Types	Cross-Field Validation	Relationship Checks
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Real-Time Validation	In-Flight Checks
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Real-Time Validation	API Validation
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Real-Time Validation	Stream Processing
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Batch Validation	Scheduled Checks
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Batch Validation	ETL Validation
Data Quality Management	Quality Processes	Data Validation	Validation Implementation	Batch Validation	Post-Load Validation
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Continuous Monitoring	Real-Time Alerts
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Continuous Monitoring	Automated Checks
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Continuous Monitoring	Threshold Detection
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Scheduled Monitoring	Periodic Assessment
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Scheduled Monitoring	Report Generation
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Scheduled Monitoring	Trend Analysis
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Event-Based Monitoring	Change Detection
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Event-Based Monitoring	Trigger-Based
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Types	Event-Based Monitoring	Exception Alerts
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Observability Platforms	Monte Carlo
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Observability Platforms	Bigeye
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Observability Platforms	Datafold
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Enterprise Tools	Collibra DQ
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Enterprise Tools	Atlan
Data Quality Management	Quality Processes	Data Monitoring	Monitoring Tools	Enterprise Tools	Alation
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Detection Methods	Automated Detection
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Detection Methods	Manual Reporting
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Detection Methods	User Feedback
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Categorization	Issue Type
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Categorization	Severity Level
Data Quality Management	Quality Processes	Issue Management	Issue Identification	Categorization	Priority
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Root Cause Analysis	5 Whys
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Root Cause Analysis	Fishbone Diagram
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Root Cause Analysis	Pareto Analysis
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Issue Logging
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Assignment
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Tracking
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Resolution
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Verification
Data Quality Management	Quality Processes	Issue Management	Issue Resolution	Workflow	Closure
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Full Suite Solutions	Informatica IDMC
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Full Suite Solutions	IBM InfoSphere
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Full Suite Solutions	SAP Data Quality
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Governance Focus	Collibra
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Governance Focus	Alation
Data Quality Management	Quality Tools & Technology	Tool Categories	Enterprise Platforms	Governance Focus	Atlan
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	AWS Solutions	AWS Glue DataBrew
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	AWS Solutions	AWS Data Quality
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	Azure Solutions	Azure Purview
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	Azure Solutions	Azure Data Quality
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	GCP Solutions	Dataplex Data Quality
Data Quality Management	Quality Tools & Technology	Tool Categories	Cloud-Native Tools	GCP Solutions	Data Catalog
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Observability	Monte Carlo Data
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Observability	Bigeye
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Observability	Datafold
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Observability	Acceldata
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Testing	Great Expectations
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Testing	dbt Tests
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Testing	Soda
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Lineage	MANTA
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	Lineage	Collibra Lineage
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	MDM Tools	Profisee
Data Quality Management	Quality Tools & Technology	Tool Categories	Specialized Tools	MDM Tools	Semarchy
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Validation Frameworks	Great Expectations
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Validation Frameworks	Apache Griffin
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Validation Frameworks	Deequ
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Data Testing	dbt
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Data Testing	SQLFluff
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Profiling	ydata-profiling
Data Quality Management	Quality Tools & Technology	Tool Categories	Open Source Tools	Profiling	pandas-profiling
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Functional Requirements	Feature Needs
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Functional Requirements	Integration Points
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Functional Requirements	Scalability
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Technical Requirements	Architecture Fit
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Technical Requirements	Technology Stack
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Technical Requirements	Performance
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Business Requirements	Budget
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Business Requirements	Resource Needs
Data Quality Management	Quality Tools & Technology	Tool Selection	Selection Criteria	Business Requirements	Time to Value
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Requirements Analysis	Stakeholder Input
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Requirements Analysis	Use Case Definition
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Requirements Analysis	Success Criteria
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Vendor Assessment	Proof of Concept
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Vendor Assessment	Reference Checks
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Vendor Assessment	TCO Analysis
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Decision Making	Scoring Matrix
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Decision Making	Risk Assessment
Data Quality Management	Quality Tools & Technology	Tool Selection	Evaluation Process	Decision Making	Final Selection
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	System Metadata	Table Structures
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	System Metadata	Column Definitions
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	System Metadata	Data Types
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	System Metadata	Keys & Indexes
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	Schema Information	DDL Definitions
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	Schema Information	Constraints
Metadata Management	Metadata Fundamentals	Metadata Types	Technical Metadata	Schema Information	Relationships
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Definitions	Business Terms
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Definitions	Glossary Entries
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Definitions	Descriptions
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Context	Business Rules
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Context	Usage Context
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Business Context	Purpose
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Ownership	Data Owners
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Ownership	Stewards
Metadata Management	Metadata Fundamentals	Metadata Types	Business Metadata	Ownership	Custodians
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Processing Information	ETL Job Details
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Processing Information	Execution Logs
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Processing Information	Performance Metrics
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Quality Metrics	Quality Scores
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Quality Metrics	Issue Counts
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Quality Metrics	Validation Results
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Usage Statistics	Access Patterns
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Usage Statistics	Query Statistics
Metadata Management	Metadata Fundamentals	Metadata Types	Operational Metadata	Usage Statistics	User Activity
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Collaborative Information	User Ratings
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Collaborative Information	Comments
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Collaborative Information	Tags
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Community Input	Discussions
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Community Input	Questions
Metadata Management	Metadata Fundamentals	Metadata Types	Social Metadata	Community Input	Answers
Data Lineage	Lineage Fundamentals	Lineage Types	Data Flow Lineage	Movement Tracking	Source to Target
Data Lineage	Lineage Fundamentals	Lineage Types	Data Flow Lineage	Movement Tracking	System Hops
Data Lineage	Lineage Fundamentals	Lineage Types	Data Flow Lineage	Movement Tracking	Data Pipelines
Data Lineage	Lineage Fundamentals	Lineage Types	Transformation Lineage	Change Tracking	Transformation Logic
Data Lineage	Lineage Fundamentals	Lineage Types	Transformation Lineage	Change Tracking	Business Rules
Data Lineage	Lineage Fundamentals	Lineage Types	Transformation Lineage	Change Tracking	Calculations
Data Lineage	Lineage Fundamentals	Lineage Types	Impact Lineage	Downstream Analysis	Impact Assessment
Data Lineage	Lineage Fundamentals	Lineage Types	Impact Lineage	Downstream Analysis	Change Impact
Data Lineage	Lineage Fundamentals	Lineage Types	Impact Lineage	Downstream Analysis	Dependency Mapping
Data Lineage	Lineage Fundamentals	Lineage Levels	Table-Level Lineage	Coarse Granularity	Table Relationships
Data Lineage	Lineage Fundamentals	Lineage Levels	Table-Level Lineage	Coarse Granularity	Dataset Flow
Data Lineage	Lineage Fundamentals	Lineage Levels	Column-Level Lineage	Fine Granularity	Field Mapping
Data Lineage	Lineage Fundamentals	Lineage Levels	Column-Level Lineage	Fine Granularity	Attribute Lineage
Data Lineage	Lineage Fundamentals	Lineage Levels	Value-Level Lineage	Detailed Tracking	Data Element Flow
Data Lineage	Lineage Fundamentals	Lineage Levels	Value-Level Lineage	Detailed Tracking	Transformation Trace
Data Lineage	Lineage Capture	Capture Methods	Automated Capture	Metadata Extraction	Log Analysis
Data Lineage	Lineage Capture	Capture Methods	Automated Capture	Metadata Extraction	Code Parsing
Data Lineage	Lineage Capture	Capture Methods	Automated Capture	Metadata Extraction	API Integration
Data Lineage	Lineage Capture	Capture Methods	Manual Documentation	Documentation Process	Lineage Mapping
Data Lineage	Lineage Capture	Capture Methods	Manual Documentation	Documentation Process	Process Documentation
Data Lineage	Lineage Capture	Capture Methods	Manual Documentation	Documentation Process	Maintenance
Data Lineage	Lineage Capture	Capture Methods	Hybrid Approach	Combined Method	Automated Foundation
Data Lineage	Lineage Capture	Capture Methods	Hybrid Approach	Combined Method	Manual Enhancement
Data Lineage	Lineage Visualization	Visualization Types	Graph Visualization	Network Diagrams	Node-Edge Graphs
Data Lineage	Lineage Visualization	Visualization Types	Graph Visualization	Network Diagrams	Interactive Graphs
Data Lineage	Lineage Visualization	Visualization Types	Flow Diagrams	Process Flow	Data Flow Diagrams
Data Lineage	Lineage Visualization	Visualization Types	Flow Diagrams	Process Flow	Pipeline Visualization
Data Lineage	Lineage Visualization	Visualization Types	Impact Maps	Dependency Views	Upstream Impact
Data Lineage	Lineage Visualization	Visualization Types	Impact Maps	Dependency Views	Downstream Impact
Data Lineage	Lineage Tools	Enterprise Tools	Lineage Platforms	MANTA
Data Lineage	Lineage Tools	Enterprise Tools	Lineage Platforms	Collibra Lineage
Data Lineage	Lineage Tools	Enterprise Tools	Lineage Platforms	Informatica Lineage
Data Lineage	Lineage Tools	Cloud-Native	Cloud Solutions	AWS Glue Lineage
Data Lineage	Lineage Tools	Cloud-Native	Cloud Solutions	Azure Purview Lineage
Data Lineage	Lineage Tools	Cloud-Native	Cloud Solutions	Google Cloud Lineage
Data Catalog	Catalog Fundamentals	Catalog Purpose	Discovery	Asset Discovery	Search Capabilities
Data Catalog	Catalog Fundamentals	Catalog Purpose	Discovery	Asset Discovery	Browse Functions
Data Catalog	Catalog Fundamentals	Catalog Purpose	Discovery	Asset Discovery	Recommendations
Data Catalog	Catalog Fundamentals	Catalog Purpose	Understanding	Context Provision	Descriptions
Data Catalog	Catalog Fundamentals	Catalog Purpose	Understanding	Context Provision	Documentation
Data Catalog	Catalog Fundamentals	Catalog Purpose	Understanding	Context Provision	Relationships
Data Catalog	Catalog Fundamentals	Catalog Purpose	Governance	Policy Enforcement	Access Control
Data Catalog	Catalog Fundamentals	Catalog Purpose	Governance	Policy Enforcement	Classification
Data Catalog	Catalog Fundamentals	Catalog Purpose	Governance	Policy Enforcement	Compliance
Data Catalog	Catalog Components	Metadata Repository	Storage	Centralized Store
Data Catalog	Catalog Components	Metadata Repository	Storage	Metadata Graph
Data Catalog	Catalog Components	Metadata Repository	Storage	Version Control
Data Catalog	Catalog Components	Search Engine	Search Capabilities	Full-Text Search
Data Catalog	Catalog Components	Search Engine	Search Capabilities	Faceted Search
Data Catalog	Catalog Components	Search Engine	Search Capabilities	Advanced Filters
Data Catalog	Catalog Components	Business Glossary	Terminology Management	Term Definitions
Data Catalog	Catalog Components	Business Glossary	Terminology Management	Relationships
Data Catalog	Catalog Components	Business Glossary	Terminology Management	Governance
Data Catalog	Catalog Tools	Enterprise Solutions	Alation
Data Catalog	Catalog Tools	Enterprise Solutions	Collibra
Data Catalog	Catalog Tools	Enterprise Solutions	Informatica
Data Catalog	Catalog Tools	Cloud Solutions	AWS Glue Catalog
Data Catalog	Catalog Tools	Cloud Solutions	Azure Purview
Data Catalog	Catalog Tools	Cloud Solutions	Google Dataplex
Master Data Management	MDM Fundamentals	MDM Concepts	Golden Record	Single Source of Truth
Master Data Management	MDM Fundamentals	MDM Concepts	Golden Record	Data Consolidation
Master Data Management	MDM Fundamentals	MDM Concepts	Golden Record	Survivorship Rules
Master Data Management	MDM Fundamentals	MDM Approaches	Registry Style	Centralized Index
Master Data Management	MDM Fundamentals	MDM Approaches	Registry Style	Lightweight
Master Data Management	MDM Fundamentals	MDM Approaches	Consolidation Style	Physical Integration
Master Data Management	MDM Fundamentals	MDM Approaches	Consolidation Style	Master Repository
Master Data Management	MDM Fundamentals	MDM Approaches	Hybrid Style	Combined Approach
Master Data Management	MDM Fundamentals	Master Data Domains	Customer MDM	Customer Master
Master Data Management	MDM Fundamentals	Master Data Domains	Customer MDM	Party Data
Master Data Management	MDM Fundamentals	Master Data Domains	Product MDM	Product Master
Master Data Management	MDM Fundamentals	Master Data Domains	Product MDM	Item Data
Master Data Management	MDM Fundamentals	Master Data Domains	Vendor MDM	Supplier Master
Master Data Management	MDM Fundamentals	Master Data Domains	Vendor MDM	Partner Data
Master Data Management	MDM Fundamentals	Master Data Domains	Location MDM	Site Master
Master Data Management	MDM Fundamentals	Master Data Domains	Location MDM	Geospatial Data
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Lawfulness & Fairness
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Purpose Limitation
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Data Minimization
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Accuracy
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Storage Limitation
Compliance & Regulations	Regulatory Frameworks	GDPR	Core Principles	Integrity & Confidentiality
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Access
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Rectification
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Erasure
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Restriction
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Portability
Compliance & Regulations	Regulatory Frameworks	GDPR	Data Subject Rights	Right to Object
Compliance & Regulations	Regulatory Frameworks	GDPR	Compliance Requirements	Consent Management
Compliance & Regulations	Regulatory Frameworks	GDPR	Compliance Requirements	Privacy by Design
Compliance & Regulations	Regulatory Frameworks	GDPR	Compliance Requirements	Data Protection Impact Assessment
Compliance & Regulations	Regulatory Frameworks	GDPR	Compliance Requirements	Breach Notification (72 hours)
Compliance & Regulations	Regulatory Frameworks	GDPR	Penalties	Tier 1 Fines (€10M or 2%)
Compliance & Regulations	Regulatory Frameworks	GDPR	Penalties	Tier 2 Fines (€20M or 4%)
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Core Rights	Right to Know
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Core Rights	Right to Delete
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Core Rights	Right to Opt-Out
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Core Rights	Right to Correct
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Compliance Requirements	Privacy Notice
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Compliance Requirements	Do Not Sell Link
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Compliance Requirements	Data Access Requests
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Enforcement	Financial Penalties
Compliance & Regulations	Regulatory Frameworks	CCPA/CPRA	Enforcement	Private Right of Action
Compliance & Regulations	Regulatory Frameworks	HIPAA	Privacy Rule	PHI Protection
Compliance & Regulations	Regulatory Frameworks	HIPAA	Privacy Rule	Minimum Necessary
Compliance & Regulations	Regulatory Frameworks	HIPAA	Privacy Rule	Use & Disclosure
Compliance & Regulations	Regulatory Frameworks	HIPAA	Security Rule	Administrative Safeguards
Compliance & Regulations	Regulatory Frameworks	HIPAA	Security Rule	Physical Safeguards
Compliance & Regulations	Regulatory Frameworks	HIPAA	Security Rule	Technical Safeguards
Compliance & Regulations	Regulatory Frameworks	HIPAA	Breach Notification	Notification Requirements
Compliance & Regulations	Regulatory Frameworks	HIPAA	Breach Notification	60-Day Deadline
Compliance & Regulations	Regulatory Frameworks	HIPAA	Breach Notification	OCR Reporting
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Security Requirements	Network Security
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Security Requirements	Access Control
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Security Requirements	Vulnerability Management
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Security Requirements	Monitoring & Testing
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Compliance Levels	Level 1 (6M+ transactions)
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Compliance Levels	Level 2 (1-6M transactions)
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Compliance Levels	Level 3 (20K-1M e-commerce)
Compliance & Regulations	Regulatory Frameworks	PCI DSS	Compliance Levels	Level 4 (<20K e-commerce)
Compliance & Regulations	Regulatory Frameworks	SOX	Financial Reporting	Internal Controls
Compliance & Regulations	Regulatory Frameworks	SOX	Financial Reporting	Accuracy Requirements
Compliance & Regulations	Regulatory Frameworks	SOX	Financial Reporting	Audit Trails
Compliance & Regulations	Regulatory Frameworks	SOX	Data Governance	Data Integrity
Compliance & Regulations	Regulatory Frameworks	SOX	Data Governance	Change Management
Compliance & Regulations	Regulatory Frameworks	SOX	Data Governance	Access Controls
Compliance & Regulations	Regulatory Frameworks	Other Regulations	LGPD (Brazil)	Personal Data Protection
Compliance & Regulations	Regulatory Frameworks	Other Regulations	LGPD (Brazil)	Data Subject Rights
Compliance & Regulations	Regulatory Frameworks	Other Regulations	LGPD (Brazil)	ANPD Enforcement
Compliance & Regulations	Regulatory Frameworks	Other Regulations	PIPEDA (Canada)	Privacy Principles
Compliance & Regulations	Regulatory Frameworks	Other Regulations	PIPEDA (Canada)	Consent Requirements
Compliance & Regulations	Regulatory Frameworks	Other Regulations	POPIA (South Africa)	Data Protection
Compliance & Regulations	Regulatory Frameworks	Other Regulations	POPIA (South Africa)	Processing Conditions
Compliance & Regulations	Regulatory Frameworks	Other Regulations	PIPL (China)	National Security Focus
Compliance & Regulations	Regulatory Frameworks	Other Regulations	PIPL (China)	Cross-Border Transfer
Compliance & Regulations	Privacy Management	Privacy Programs	Program Components	Privacy Policy
Compliance & Regulations	Privacy Management	Privacy Programs	Program Components	Privacy Notice
Compliance & Regulations	Privacy Management	Privacy Programs	Program Components	Cookie Policy
Compliance & Regulations	Privacy Management	Privacy Programs	Program Components	Terms of Service
Compliance & Regulations	Privacy Management	Consent Management	Consent Mechanisms	Opt-In
Compliance & Regulations	Privacy Management	Consent Management	Consent Mechanisms	Opt-Out
Compliance & Regulations	Privacy Management	Consent Management	Consent Mechanisms	Granular Consent
Compliance & Regulations	Privacy Management	Consent Management	Consent Recording	Consent Logs
Compliance & Regulations	Privacy Management	Consent Management	Consent Recording	Audit Trail
Compliance & Regulations	Privacy Management	Consent Management	Consent Recording	Withdrawal Tracking
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Types	Access Requests
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Types	Deletion Requests
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Types	Portability Requests
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Types	Correction Requests
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Handling	Identity Verification
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Handling	Request Processing
Compliance & Regulations	Privacy Management	Data Subject Requests	Request Handling	Response Delivery
Compliance & Regulations	Privacy Management	Privacy Impact Assessment	Assessment Process	Risk Identification
Compliance & Regulations	Privacy Management	Privacy Impact Assessment	Assessment Process	Impact Analysis
Compliance & Regulations	Privacy Management	Privacy Impact Assessment	Assessment Process	Mitigation Planning
Compliance & Regulations	Privacy Management	Privacy Impact Assessment	Assessment Triggers	New Processing Activity
